material_id,subject,subcategory,grade_levels,material_type,school_type,content_type,is_bundle,price,author_category,bestseller_rating,total_pages,engagement_score,created_days_ago,author_id,title,grade_levels_str
mat_000111,Fachunterricht,Geschichte,"['3. Klasse', '4. Klasse', '5. Klasse']",Experimente,Grundschule,standalone,0,6.16,Eggs,20.961569920849488,10,7.060643174179008,165,author_0999,Geschichte - Experimente,"3. Klasse, 4. Klasse, 5. Klasse"
mat_000112,Fachunterricht,Erdkunde,"['5. Klasse', '6. Klasse', '7. Klasse']",Merkblätter,Berufsschule,interactive,0,21.47,Bear,45.70473038609437,6,2.484046901867007,883,author_0147,Erdkunde - Merkblätter,"5. Klasse, 6. Klasse, 7. Klasse"
mat_000113,Deutsch,Sprechen & Zuhören,"['6. Klasse', '7. Klasse']",Interaktives Material,Förderunterricht,hybrid,0,21.64,Cub,41.35812868867455,14,1.3278979328915064,443,author_0837,Sprechen & Zuhören - Interaktives Material,"6. Klasse, 7. Klasse"
mat_000114,Fachunterricht,Religion,"['2. Klasse', '3. Klasse', '4. Klasse', '5. Klasse']",Quiz,Berufsschule,standalone,0,2.37,Dragon,37.45690942250484,12,3.023965263649279,911,author_0549,Religion - Quiz,"2. Klasse, 3. Klasse, 4. Klasse, 5. Klasse"
mat_000115,Fachunterricht,Religion,"['9. Klasse', '10. Klasse', '11. Klasse']",Interaktives Material,Kita / Vorschule,interactive,0,3.37,Eggs,33.43519918938111,5,3.616728889124561,45,author_0573,Religion - Interaktives Material,"9. Klasse, 10. Klasse, 11. Klasse"
mat_000116,Englisch,Leseverstehen,"['2. Klasse', '3. Klasse', '4. Klasse']",Spiele,Kita / Vorschule,interactive,1,15.318126738283144,Eggs,32.529283875855555,56,7.272836993036273,437,author_0781,Leseverstehen - Sparpaket,"2. Klasse, 3. Klasse, 4. Klasse"
mat_000117,Englisch,Grammatik,"['1. Klasse', '2. Klasse', '3. Klasse']",Test,Förderunterricht,hybrid,0,5.61,Dragon,40.44556443508444,8,3.9524462115011216,850,author_0760,Grammatik - Test,"1. Klasse, 2. Klasse, 3. Klasse"
mat_000118,Deutsch,Sprache untersuchen,['1. Klasse'],Interaktives Material,Kita / Vorschule,interactive,0,6.31,Dragon,62.770098177956555,11,3.8987408378795214,819,author_0141,Sprache untersuchen - Interaktives Material,1. Klasse
mat_000119,Englisch,Grammatik,['8. Klasse'],Bildkarten,Sek I Mittlere Schulform,standalone,0,10.46,Eggs,41.577842747771285,9,4.4692485837284055,979,author_0723,Grammatik - Bildkarten,8. Klasse
mat_000120,Kunst,Epochen,['5. Klasse'],Stationenlernen,Förderunterricht,standalone,0,5.08,Eggs,50.31407422447406,5,9.518010440199774,952,author_0982,Epochen - Stationenlernen,5. Klasse
mat_000121,Mathematik,Stochastik,"['2. Klasse', '3. Klasse']",Klassenarbeiten,Förderunterricht,hybrid,0,2.73,Innovators,2.6805161494720826,8,1.4687735380926663,868,author_0398,Stochastik - Klassenarbeiten,"2. Klasse, 3. Klasse"
mat_000122,Deutsch,Sprache untersuchen,"['6. Klasse', '7. Klasse']",Arbeitsblätter,Sek I Gymnasium,hybrid,0,4.86,Bear,105.04225650905789,7,3.9679330328786855,175,author_0734,Sprache untersuchen - Arbeitsblätter,"6. Klasse, 7. Klasse"
mat_000123,Mathematik,Geometrie,['7. Klasse'],Quiz,Sek II,standalone,0,10.79,Cub,21.39286715466708,3,3.7770980472407496,457,author_0160,Geometrie - Quiz,7. Klasse
mat_000124,Englisch,Grammatik,"['8. Klasse', '9. Klasse']",Spiele,Sek II,hybrid,0,4.67,Dragon,61.917073564160106,11,8.753294412148724,362,author_0441,Grammatik - Spiele,"8. Klasse, 9. Klasse"
mat_000125,Deutsch,Lesen,"['3. Klasse', '4. Klasse', '5. Klasse']",Mal- und Bastelvorlagen,Sek II,standalone,0,5.81,Innovators,8.949217998567462,12,3.079935107172808,15,author_0736,Lesen - Mal- und Bastelvorlagen,"3. Klasse, 4. Klasse, 5. Klasse"
mat_000126,Fachunterricht,Chemie,"['5. Klasse', '6. Klasse']",Stationenlernen,Berufsschule,hybrid,1,14.077439350147941,Cub,39.546506380290175,25,2.3433249445399866,272,author_0580,Chemie - Sparpaket,"5. Klasse, 6. Klasse"
mat_000127,Deutsch,Lesen,['5. Klasse'],Klassenarbeiten,Grundschule,interactive,0,7.18,Eggs,0.6557598599037061,9,4.500573421231408,833,author_0427,Lesen - Klassenarbeiten,5. Klasse
mat_000128,Mathematik,Funktionen,"['2. Klasse', '3. Klasse', '4. Klasse', '5. Klasse']",Stationenlernen,Sek II,hybrid,0,6.84,Dragon,76.72135943067317,9,2.091552360964635,10,author_0740,Funktionen - Stationenlernen,"2. Klasse, 3. Klasse, 4. Klasse, 5. Klasse"
mat_000129,Mathematik,Funktionen,"['1. Klasse', '2. Klasse', '3. Klasse', '4. Klasse']",Quiz,Kita / Vorschule,standalone,0,1.4,Bear,4.75520367520559,4,7.690579136694657,961,author_0114,Funktionen - Quiz,"1. Klasse, 2. Klasse, 3. Klasse, 4. Klasse"
mat_000130,Mathematik,Geometrie,"['4. Klasse', '5. Klasse', '6. Klasse']",Merkblätter,Förderunterricht,hybrid,1,4.210863613750025,Dragon,12.983531389340206,44,6.157648913553993,405,author_0462,Geometrie - Sparpaket,"4. Klasse, 5. Klasse, 6. Klasse"
mat_000131,Kunst,Theorie,['13. Klasse'],Spiele,Kita / Vorschule,interactive,0,3.97,Eggs,50.53590453122996,7,6.23673638303125,1028,author_0835,Theorie - Spiele,13. Klasse
mat_000132,Deutsch,Lesen,"['5. Klasse', '6. Klasse']",Spiele,Sek I Gymnasium,interactive,1,20.921385324607506,Cub,39.56011347037104,42,3.261329228013343,342,author_0815,Lesen - Sparpaket,"5. Klasse, 6. Klasse"
mat_000133,Englisch,Schreiben,"['5. Klasse', '6. Klasse', '7. Klasse']",Fördermaterial/Inklusion,Förderunterricht,hybrid,0,3.76,Cub,62.347726799621164,12,1.6160332506381345,521,author_0977,Schreiben - Fördermaterial/Inklusion,"5. Klasse, 6. Klasse, 7. Klasse"
mat_000134,Englisch,Wortschatz,"['1. Klasse', '2. Klasse']",Merkblätter,Sek I Gymnasium,interactive,0,6.81,Dragon,5.407997301929704,15,1.0687072433654372,561,author_0076,Wortschatz - Merkblätter,"1. Klasse, 2. Klasse"
mat_000135,Fachunterricht,Biologie,['10. Klasse'],Interaktives Material,Sek I Gymnasium,hybrid,0,3.26,Dragon,47.84416832204384,10,4.169032442660495,659,author_0716,Biologie - Interaktives Material,10. Klasse
mat_000136,Englisch,Leseverstehen,"['4. Klasse', '5. Klasse', '6. Klasse']",Interaktives Material,Sek I Gymnasium,interactive,0,4.5,Eggs,18.761091148861183,8,8.188537152113474,140,author_0401,Leseverstehen - Interaktives Material,"4. Klasse, 5. Klasse, 6. Klasse"
mat_000137,Mathematik,Zahlen & Operationen,"['5. Klasse', '6. Klasse', '7. Klasse']",Stationenlernen,Sek I Mittlere Schulform,standalone,0,19.12,Cub,2.9124851911949046,10,1.9076914766956758,714,author_0361,Zahlen & Operationen - Stationenlernen,"5. Klasse, 6. Klasse, 7. Klasse"
mat_000138,Mathematik,Geometrie,"['10. Klasse', '11. Klasse']",Arbeitsblätter,Grundschule,hybrid,0,4.64,Eggs,43.63561460322066,10,4.4097528080910715,219,author_0669,Geometrie - Arbeitsblätter,"10. Klasse, 11. Klasse"
mat_000139,Kunst,Basteln,"['4. Klasse', '5. Klasse']",Bildkarten,Sek I Mittlere Schulform,interactive,0,11.61,Bear,18.76430992420446,10,6.695422424108649,610,author_0414,Basteln - Bildkarten,"4. Klasse, 5. Klasse"
mat_000140,Mathematik,Zahlen & Operationen,"['1. Klasse', '2. Klasse']",Fördermaterial/Inklusion,Sek I Gymnasium,interactive,0,7.08,Cub,91.56711367572208,5,3.1753214981952067,367,author_0271,Zahlen & Operationen - Fördermaterial/Inklusion,"1. Klasse, 2. Klasse"
mat_000141,Kunst,Epochen,"['11. Klasse', '12. Klasse']",Experimente,Sek I Mittlere Schulform,standalone,0,11.89,Eggs,53.064971495387525,6,6.788441811562883,802,author_0296,Epochen - Experimente,"11. Klasse, 12. Klasse"
mat_000142,Englisch,Sprechen,"['10. Klasse', '11. Klasse']",Arbeitsblätter,Sek I Mittlere Schulform,hybrid,0,8.29,Cub,34.0116457069582,10,2.5449680294228685,295,author_0369,Sprechen - Arbeitsblätter,"10. Klasse, 11. Klasse"
mat_000143,Kunst,Werken,"['5. Klasse', '6. Klasse', '7. Klasse', '8. Klasse']",Klassenarbeiten,Grundschule,interactive,0,1.54,Bear,27.895978066118115,8,5.461621573413316,256,author_0135,Werken - Klassenarbeiten,"5. Klasse, 6. Klasse, 7. Klasse, 8. Klasse"
mat_000144,Fachunterricht,Geschichte,"['4. Klasse', '5. Klasse']",Bildkarten,Förderunterricht,standalone,0,18.16,Eggs,8.687456019759164,8,1.3348690485291363,196,author_0140,Geschichte - Bildkarten,"4. Klasse, 5. Klasse"
mat_000145,Kunst,Basteln,"['7. Klasse', '8. Klasse']",Klassenarbeiten,Sek II,standalone,0,6.59,Cub,122.54755242514166,11,4.955435274641418,87,author_0465,Basteln - Klassenarbeiten,"7. Klasse, 8. Klasse"
mat_000146,Kunst,Basteln,"['6. Klasse', '7. Klasse']",Klassenarbeiten,Sek II,interactive,0,6.99,Eggs,6.252731117308141,2,1.4794634628078827,646,author_0620,Basteln - Klassenarbeiten,"6. Klasse, 7. Klasse"
mat_000147,Deutsch,Lesen,['11. Klasse'],Quiz,Grundschule,interactive,0,2.4,Eggs,36.61775005095822,6,2.643882609048617,363,author_0509,Lesen - Quiz,11. Klasse
mat_000148,Mathematik,Grundrechenarten,"['3. Klasse', '4. Klasse']",Stundenentwürfe,Grundschule,interactive,0,2.73,Cub,42.83149192487651,9,1.2747298377766665,1031,author_0314,Grundrechenarten - Stundenentwürfe,"3. Klasse, 4. Klasse"
mat_000149,Mathematik,Zahlen & Operationen,"['1. Klasse', '2. Klasse', '3. Klasse']",Mal- und Bastelvorlagen,Kita / Vorschule,interactive,0,22.71,Bear,14.602739846099725,9,6.4710832596918575,339,author_0659,Zahlen & Operationen - Mal- und Bastelvorlagen,"1. Klasse, 2. Klasse, 3. Klasse"
mat_000150,Deutsch,Lesen,"['3. Klasse', '4. Klasse', '5. Klasse']",Mal- und Bastelvorlagen,Sek II,hybrid,0,3.59,Cub,172.20390602646057,8,6.399902641206992,3,author_0694,Lesen - Mal- und Bastelvorlagen,"3. Klasse, 4. Klasse, 5. Klasse"
mat_000151,Englisch,Schreiben,"['4. Klasse', '5. Klasse']",Mal- und Bastelvorlagen,Grundschule,interactive,0,3.79,Eggs,81.60837477457025,11,12.289232572854878,571,author_0583,Schreiben - Mal- und Bastelvorlagen,"4. Klasse, 5. Klasse"
mat_000152,Kunst,Malen & Zeichnen,['6. Klasse'],Fördermaterial/Inklusion,Grundschule,standalone,0,1.63,Dragon,95.72516174089468,14,11.562597729364182,396,author_0371,Malen & Zeichnen - Fördermaterial/Inklusion,6. Klasse
mat_000153,Deutsch,Schreiben,"['1. Klasse', '2. Klasse', '3. Klasse', '4. Klasse']",Quiz,Berufsschule,hybrid,0,12.88,Eggs,37.61561293064735,14,5.585442416902272,575,author_0534,Schreiben - Quiz,"1. Klasse, 2. Klasse, 3. Klasse, 4. Klasse"
mat_000154,Fachunterricht,Religion,"['5. Klasse', '6. Klasse', '7. Klasse']",Bildkarten,Berufsschule,hybrid,0,1.51,Cub,66.63367655772636,13,2.5679142839313025,351,author_0655,Religion - Bildkarten,"5. Klasse, 6. Klasse, 7. Klasse"
mat_000155,Fachunterricht,Religion,['4. Klasse'],Mal- und Bastelvorlagen,Sek I Mittlere Schulform,standalone,0,1.05,Bear,13.199460919587747,5,5.275784971413331,515,author_0208,Religion - Mal- und Bastelvorlagen,4. Klasse
mat_000156,Fachunterricht,Religion,"['3. Klasse', '4. Klasse']",Klassenarbeiten,Sek I Gymnasium,standalone,0,9.09,Eggs,43.23714344882249,16,7.357885623243618,888,author_0471,Religion - Klassenarbeiten,"3. Klasse, 4. Klasse"
mat_000157,Englisch,Sprechen,"['7. Klasse', '8. Klasse']",Klassenarbeiten,Sek I Mittlere Schulform,interactive,1,19.838766550913206,Bear,83.10465582143921,42,1.7500774195596314,375,author_0059,Sprechen - Sparpaket,"7. Klasse, 8. Klasse"
mat_000158,Kunst,Basteln,"['10. Klasse', '11. Klasse']",Videos,Sek II,standalone,0,6.4,Eggs,67.46240113717896,8,6.807989271548575,519,author_0976,Basteln - Videos,"10. Klasse, 11. Klasse"
mat_000159,Fachunterricht,Geschichte,"['11. Klasse', '12. Klasse', '13. Klasse']",Präsentationen/Tafelbilder,Förderunterricht,interactive,0,2.77,Bear,46.19593190768764,12,1.9451434334577267,570,author_0802,Geschichte - Präsentationen/Tafelbilder,"11. Klasse, 12. Klasse, 13. Klasse"
mat_000160,Englisch,Schreiben,['8. Klasse'],Experimente,Sek I Gymnasium,interactive,0,4.27,Eggs,80.04700536592351,6,4.730812162173785,36,author_0101,Schreiben - Experimente,8. Klasse
mat_000161,Deutsch,Sprechen & Zuhören,['6. Klasse'],Interaktives Material,Förderunterricht,interactive,0,6.87,Bear,8.479005565036001,5,6.043526168041942,1089,author_0247,Sprechen & Zuhören - Interaktives Material,6. Klasse
mat_000162,Deutsch,Lesen,"['5. Klasse', '6. Klasse', '7. Klasse']",Spiele,Grundschule,standalone,0,7.42,Innovators,54.56223179081143,7,0.3536889095980923,845,author_0720,Lesen - Spiele,"5. Klasse, 6. Klasse, 7. Klasse"
mat_000163,Mathematik,Stochastik,"['3. Klasse', '4. Klasse']",Bildkarten,Förderunterricht,standalone,1,3.263984800407448,Cub,71.86821742735029,54,1.4707976361524298,845,author_0672,Stochastik - Sparpaket,"3. Klasse, 4. Klasse"
mat_000164,Fachunterricht,Geschichte,['13. Klasse'],Stationenlernen,Grundschule,hybrid,0,15.62,Cub,77.00564562885715,9,11.832236878944563,725,author_0762,Geschichte - Stationenlernen,13. Klasse
mat_000165,Kunst,Werken,['10. Klasse'],Unterrichtsreihen,Kita / Vorschule,standalone,0,6.1,Eggs,17.4033974605345,9,0.6173923587731908,887,author_0002,Werken - Unterrichtsreihen,10. Klasse
mat_000166,Deutsch,Lesen,"['2. Klasse', '3. Klasse', '4. Klasse']",Fördermaterial/Inklusion,Berufsschule,hybrid,0,11.08,Eggs,52.00779876593921,13,5.67005445454675,140,author_0481,Lesen - Fördermaterial/Inklusion,"2. Klasse, 3. Klasse, 4. Klasse"
mat_000167,Fachunterricht,Biologie,"['8. Klasse', '9. Klasse']",Mal- und Bastelvorlagen,Berufsschule,standalone,0,20.7,Eggs,40.64793676890584,10,6.0994383395607255,1087,author_0104,Biologie - Mal- und Bastelvorlagen,"8. Klasse, 9. Klasse"
mat_000168,Englisch,Schreiben,"['6. Klasse', '7. Klasse']",Stundenentwürfe,Berufsschule,hybrid,0,5.1,Cub,122.05272130288138,9,15.087047192064484,796,author_0897,Schreiben - Stundenentwürfe,"6. Klasse, 7. Klasse"
mat_000169,Deutsch,Schreiben,"['1. Klasse', '2. Klasse', '3. Klasse', '4. Klasse']",Interaktives Material,Sek I Gymnasium,hybrid,1,23.185216241911473,Eggs,172.22045748766888,48,1.1613976954664966,460,author_0105,Schreiben - Sparpaket,"1. Klasse, 2. Klasse, 3. Klasse, 4. Klasse"
mat_000170,Deutsch,Schreiben,"['7. Klasse', '8. Klasse', '9. Klasse']",Merkblätter,Förderunterricht,interactive,0,17.05,Innovators,46.291427622117936,10,2.329929391540669,890,author_0901,Schreiben - Merkblätter,"7. Klasse, 8. Klasse, 9. Klasse"
mat_000171,Mathematik,Funktionen,['7. Klasse'],Merkblätter,Sek I Mittlere Schulform,hybrid,0,4.73,Bear,26.4543248152954,7,6.958774394653908,443,author_0237,Funktionen - Merkblätter,7. Klasse
mat_000172,Fachunterricht,Religion,['2. Klasse'],Arbeitsblätter,Sek I Gymnasium,interactive,0,2.09,Eggs,41.963509777719146,10,3.53741601396058,278,author_0552,Religion - Arbeitsblätter,2. Klasse
mat_000173,Fachunterricht,Biologie,['10. Klasse'],Stationenlernen,Grundschule,standalone,0,3.03,Eggs,40.74434138739107,9,4.539993999200203,415,author_0245,Biologie - Stationenlernen,10. Klasse
mat_000174,Englisch,Schreiben,['6. Klasse'],Experimente,Kita / Vorschule,interactive,0,4.39,Cub,8.790270372663537,10,2.174843467305926,122,author_0432,Schreiben - Experimente,6. Klasse
mat_000175,Kunst,Epochen,"['7. Klasse', '8. Klasse']",Mal- und Bastelvorlagen,Grundschule,standalone,0,5.29,Cub,16.293399104548087,6,9.625863260779298,237,author_0194,Epochen - Mal- und Bastelvorlagen,"7. Klasse, 8. Klasse"
mat_000176,Englisch,Leseverstehen,['7. Klasse'],Fördermaterial/Inklusion,Grundschule,interactive,1,15.709424014795587,Bear,25.809552362416632,84,5.46091872616896,608,author_0457,Leseverstehen - Sparpaket,7. Klasse
mat_000177,Englisch,Leseverstehen,"['11. Klasse', '12. Klasse', '13. Klasse']",Arbeitsblätter,Sek I Gymnasium,interactive,0,2.25,Bear,81.84817523676712,10,7.848429821818236,714,author_0083,Leseverstehen - Arbeitsblätter,"11. Klasse, 12. Klasse, 13. Klasse"
mat_000178,Fachunterricht,Religion,['7. Klasse'],Videos,Kita / Vorschule,hybrid,0,14.83,Dragon,4.39391466498047,5,2.2491917474027923,99,author_0459,Religion - Videos,7. Klasse
mat_000179,Englisch,Sprechen,"['7. Klasse', '8. Klasse', '9. Klasse']",Test,Kita / Vorschule,hybrid,1,8.504303776201061,Eggs,2.0094344265427084,30,5.631052156417839,431,author_0239,Sprechen - Sparpaket,"7. Klasse, 8. Klasse, 9. Klasse"
mat_000180,Kunst,Epochen,"['6. Klasse', '7. Klasse']",Unterrichtsreihen,Grundschule,interactive,0,15.66,Eggs,35.99335842945825,5,4.511212497980348,981,author_0520,Epochen - Unterrichtsreihen,"6. Klasse, 7. Klasse"
mat_000181,Fachunterricht,Chemie,['12. Klasse'],Stationenlernen,Sek II,interactive,1,2.019545825250018,Cub,25.091007693553884,56,2.456186531069071,918,author_0224,Chemie - Sparpaket,12. Klasse
mat_000182,Kunst,Epochen,['2. Klasse'],Fördermaterial/Inklusion,Sek I Mittlere Schulform,hybrid,1,3.346660205356565,Cub,6.511785235846411,48,1.0543674710646413,278,author_0954,Epochen - Sparpaket,2. Klasse
mat_000183,Deutsch,Anfangsunterricht,"['10. Klasse', '11. Klasse', '12. Klasse', '13. Klasse']",Interaktives Material,Förderunterricht,interactive,0,12.09,Cub,50.792001955847944,10,1.8281695027018878,907,author_0887,Anfangsunterricht - Interaktives Material,"10. Klasse, 11. Klasse, 12. Klasse, 13. Klasse"
mat_000184,Fachunterricht,Erdkunde,"['2. Klasse', '3. Klasse']",Bildkarten,Förderunterricht,standalone,1,36.798394974723365,Eggs,100.33275014712986,33,1.7912283002152467,778,author_0444,Erdkunde - Sparpaket,"2. Klasse, 3. Klasse"
mat_000185,Fachunterricht,Biologie,"['5. Klasse', '6. Klasse']",Stationenlernen,Sek II,hybrid,0,2.65,Innovators,10.133503603387446,8,4.297718772236116,923,author_0386,Biologie - Stationenlernen,"5. Klasse, 6. Klasse"
mat_000186,Mathematik,Geometrie,['12. Klasse'],Präsentationen/Tafelbilder,Sek I Gymnasium,standalone,0,7.95,Dragon,6.818810629676415,16,1.6614543664027428,710,author_0396,Geometrie - Präsentationen/Tafelbilder,12. Klasse
mat_000187,Mathematik,Zahlen & Operationen,"['7. Klasse', '8. Klasse', '9. Klasse']",Videos,Förderunterricht,standalone,1,14.760152257661975,Innovators,52.46083635576149,42,1.483090710745777,190,author_0983,Zahlen & Operationen - Sparpaket,"7. Klasse, 8. Klasse, 9. Klasse"
mat_000188,Englisch,Schreiben,"['9. Klasse', '10. Klasse']",Fördermaterial/Inklusion,Berufsschule,interactive,0,13.25,Cub,46.714497626958234,5,8.50123213913083,611,author_0532,Schreiben - Fördermaterial/Inklusion,"9. Klasse, 10. Klasse"
mat_000189,Englisch,Grammatik,['5. Klasse'],Interaktives Material,Kita / Vorschule,standalone,0,0.61,Dragon,44.86135160408157,11,5.413653569339131,52,author_0111,Grammatik - Interaktives Material,5. Klasse
mat_000190,Fachunterricht,Religion,"['3. Klasse', '4. Klasse', '5. Klasse']",Spiele,Sek I Gymnasium,hybrid,0,10.78,Eggs,17.696482252184374,8,4.4145218543736116,902,author_0942,Religion - Spiele,"3. Klasse, 4. Klasse, 5. Klasse"
mat_000191,Kunst,Malen & Zeichnen,"['1. Klasse', '2. Klasse']",Stundenentwürfe,Sek I Mittlere Schulform,hybrid,1,13.192715011458942,Eggs,119.15475512962543,57,5.74607076448484,921,author_0054,Malen & Zeichnen - Sparpaket,"1. Klasse, 2. Klasse"
mat_000192,Kunst,Basteln,"['1. Klasse', '2. Klasse']",Stundenentwürfe,Berufsschule,hybrid,1,3.7027643470860054,Dragon,30.081901394976807,6,8.966443343415392,506,author_0422,Basteln - Sparpaket,"1. Klasse, 2. Klasse"
mat_000193,Deutsch,Lesen,"['9. Klasse', '10. Klasse', '11. Klasse', '12. Klasse']",Experimente,Grundschule,standalone,0,14.66,Bear,25.663244742597886,7,12.630765945346376,291,author_0520,Lesen - Experimente,"9. Klasse, 10. Klasse, 11. Klasse, 12. Klasse"
mat_000194,Fachunterricht,Geschichte,['4. Klasse'],Mal- und Bastelvorlagen,Sek I Mittlere Schulform,interactive,0,11.62,Eggs,9.442301696177863,11,0.8762774486967949,253,author_0257,Geschichte - Mal- und Bastelvorlagen,4. Klasse
mat_000195,Deutsch,Schreiben,"['6. Klasse', '7. Klasse', '8. Klasse', '9. Klasse']",Stationenlernen,Sek I Gymnasium,hybrid,0,2.0,Cub,271.7393231550718,6,4.353515611985991,770,author_0692,Schreiben - Stationenlernen,"6. Klasse, 7. Klasse, 8. Klasse, 9. Klasse"
mat_000196,Fachunterricht,Erdkunde,['3. Klasse'],Test,Sek I Mittlere Schulform,hybrid,0,1.38,Eggs,29.221576118598264,12,3.468834341245803,220,author_0179,Erdkunde - Test,3. Klasse
mat_000197,Mathematik,Grundrechenarten,['6. Klasse'],Quiz,Sek II,interactive,0,7.11,Eggs,90.77307323528994,5,1.5709143141884403,623,author_0294,Grundrechenarten - Quiz,6. Klasse
mat_000198,Fachunterricht,Religion,"['8. Klasse', '9. Klasse']",Spiele,Förderunterricht,hybrid,0,8.59,Cub,3.2024742744328525,8,12.249454077204806,952,author_0369,Religion - Spiele,"8. Klasse, 9. Klasse"
mat_000199,Mathematik,Geometrie,['1. Klasse'],Bildkarten,Grundschule,hybrid,0,7.22,Eggs,22.169231298440145,8,7.2871551773658645,111,author_0137,Geometrie - Bildkarten,1. Klasse
mat_000200,Kunst,Werken,['9. Klasse'],Unterrichtsreihen,Sek I Mittlere Schulform,hybrid,0,13.59,Bear,18.943379691203738,8,1.5115347031001123,35,author_0999,Werken - Unterrichtsreihen,9. Klasse
mat_000201,Fachunterricht,Chemie,"['6. Klasse', '7. Klasse', '8. Klasse']",Fördermaterial/Inklusion,Sek I Gymnasium,standalone,0,1.57,Bear,47.373046418803874,6,1.7305996223210796,1061,author_0410,Chemie - Fördermaterial/Inklusion,"6. Klasse, 7. Klasse, 8. Klasse"
