user_id,primary_subject,primary_grades,primary_grades_str,secondary_subjects,secondary_subjects_str,school_type,price_sensitivity,engagement_style,experience_level,days_since_registration,avg_monthly_purchases,preferred_material_types
user_000122,Deutsch,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Berufsschule,medium,browser,experienced,52,5,"['Videos', 'Stationenlernen', 'Bildkarten']"
user_000123,Englisch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Fachunterricht'],Fachunterricht,Berufsschule,medium,browser,novice,228,3,"['Fördermaterial/Inklusion', 'Videos']"
user_000124,Fachunterricht,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",['Deutsch'],Deutsch,Kita / Vorschule,medium,browser,experienced,269,2,"['Fördermaterial/Inklusion', 'Präsentationen/Tafelbilder', 'Interaktives Material']"
user_000125,Kunst,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",['Mathematik'],Mathematik,Berufsschule,high,browser,experienced,416,7,"['Fördermaterial/Inklusion', 'Mal- und Bastelvorlagen']"
user_000126,Mathematik,"['8. Klasse', '9. Klasse', '10. Klasse']","8. Klasse, 9. Klasse, 10. Klasse",[],,Sek I Gymnasium,medium,power_user,experienced,108,2,"['Präsentationen/Tafelbilder', 'Quiz', 'Experimente']"
user_000127,Fachunterricht,"['8. Klasse', '9. Klasse', '10. Klasse']","8. Klasse, 9. Klasse, 10. Klasse",['Mathematik'],Mathematik,Sek I Mittlere Schulform,medium,focused,experienced,374,2,"['Unterrichtsreihen', 'Quiz']"
user_000128,Deutsch,"['2. Klasse', '3. Klasse', '4. Klasse']","2. Klasse, 3. Klasse, 4. Klasse","['Kunst', 'Englisch']","Kunst, Englisch",Sek I Mittlere Schulform,medium,browser,expert,318,2,"['Bildkarten', 'Stundenentwürfe']"
user_000129,Englisch,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Deutsch'],Deutsch,Grundschule,high,browser,experienced,481,2,"['Videos', 'Stundenentwürfe', 'Quiz']"
user_000130,Englisch,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Mathematik'],Mathematik,Sek II,medium,focused,expert,226,7,"['Test', 'Stundenentwürfe', 'Mal- und Bastelvorlagen']"
user_000131,Mathematik,['10. Klasse'],10. Klasse,"['Deutsch', 'Englisch']","Deutsch, Englisch",Kita / Vorschule,medium,focused,experienced,372,2,"['Spiele', 'Interaktives Material', 'Quiz']"
user_000132,Englisch,"['7. Klasse', '8. Klasse', '9. Klasse']","7. Klasse, 8. Klasse, 9. Klasse",['Deutsch'],Deutsch,Grundschule,high,focused,experienced,642,4,"['Mal- und Bastelvorlagen', 'Präsentationen/Tafelbilder']"
user_000133,Deutsch,['3. Klasse'],3. Klasse,"['Kunst', 'Fachunterricht']","Kunst, Fachunterricht",Kita / Vorschule,high,browser,expert,145,5,"['Stundenentwürfe', 'Unterrichtsreihen']"
user_000134,Deutsch,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",['Mathematik'],Mathematik,Berufsschule,low,browser,novice,392,4,"['Arbeitsblätter', 'Merkblätter', 'Mal- und Bastelvorlagen']"
user_000135,Deutsch,"['5. Klasse', '6. Klasse', '7. Klasse']","5. Klasse, 6. Klasse, 7. Klasse",[],,Kita / Vorschule,high,focused,expert,376,4,"['Stundenentwürfe', 'Test', 'Präsentationen/Tafelbilder']"
user_000136,Kunst,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",['Englisch'],Englisch,Grundschule,low,browser,expert,252,2,"['Experimente', 'Spiele', 'Stationenlernen']"
user_000137,Englisch,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse",['Mathematik'],Mathematik,Berufsschule,medium,browser,expert,643,4,"['Quiz', 'Stationenlernen', 'Arbeitsblätter']"
user_000138,Englisch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Sek I Gymnasium,medium,focused,experienced,395,3,"['Stundenentwürfe', 'Stationenlernen', 'Videos']"
user_000139,Mathematik,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse","['Kunst', 'Deutsch']","Kunst, Deutsch",Sek I Gymnasium,high,power_user,experienced,317,5,"['Videos', 'Mal- und Bastelvorlagen']"
user_000140,Deutsch,['5. Klasse'],5. Klasse,"['Englisch', 'Kunst']","Englisch, Kunst",Sek I Gymnasium,low,focused,expert,91,2,"['Interaktives Material', 'Klassenarbeiten']"
user_000141,Kunst,['5. Klasse'],5. Klasse,[],,Kita / Vorschule,medium,browser,novice,498,5,"['Experimente', 'Quiz']"
user_000142,Fachunterricht,['12. Klasse'],12. Klasse,['Deutsch'],Deutsch,Berufsschule,medium,browser,novice,282,3,"['Unterrichtsreihen', 'Bildkarten', 'Test']"
user_000143,Deutsch,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Kunst'],Kunst,Sek I Mittlere Schulform,high,browser,expert,351,2,"['Spiele', 'Präsentationen/Tafelbilder']"
user_000144,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse","['Kunst', 'Englisch']","Kunst, Englisch",Förderunterricht,medium,browser,experienced,597,2,"['Stundenentwürfe', 'Klassenarbeiten', 'Merkblätter']"
user_000145,Fachunterricht,['2. Klasse'],2. Klasse,"['Kunst', 'Deutsch']","Kunst, Deutsch",Sek II,low,browser,experienced,587,3,"['Spiele', 'Experimente', 'Stationenlernen', 'Arbeitsblätter']"
user_000146,Mathematik,"['2. Klasse', '3. Klasse', '4. Klasse']","2. Klasse, 3. Klasse, 4. Klasse","['Deutsch', 'Englisch']","Deutsch, Englisch",Sek I Mittlere Schulform,medium,browser,experienced,202,3,"['Präsentationen/Tafelbilder', 'Spiele', 'Quiz', 'Test']"
user_000147,Mathematik,['7. Klasse'],7. Klasse,[],,Sek I Mittlere Schulform,medium,power_user,novice,436,9,"['Interaktives Material', 'Videos']"
user_000148,Fachunterricht,['7. Klasse'],7. Klasse,[],,Förderunterricht,low,browser,experienced,271,2,"['Test', 'Merkblätter', 'Mal- und Bastelvorlagen']"
user_000149,Englisch,"['10. Klasse', '11. Klasse', '12. Klasse']","10. Klasse, 11. Klasse, 12. Klasse",[],,Kita / Vorschule,high,focused,novice,673,4,"['Quiz', 'Fördermaterial/Inklusion', 'Stationenlernen']"
user_000150,Kunst,"['8. Klasse', '9. Klasse', '10. Klasse']","8. Klasse, 9. Klasse, 10. Klasse",['Fachunterricht'],Fachunterricht,Grundschule,high,power_user,expert,609,2,"['Test', 'Experimente', 'Fördermaterial/Inklusion']"
user_000151,Fachunterricht,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse",['Mathematik'],Mathematik,Sek II,medium,focused,novice,586,2,"['Mal- und Bastelvorlagen', 'Klassenarbeiten']"
user_000152,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Kita / Vorschule,high,focused,expert,520,5,"['Unterrichtsreihen', 'Präsentationen/Tafelbilder', 'Merkblätter', 'Test']"
user_000153,Kunst,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse","['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Berufsschule,medium,focused,novice,414,2,"['Klassenarbeiten', 'Stationenlernen', 'Experimente']"
user_000154,Mathematik,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Kunst'],Kunst,Förderunterricht,high,focused,expert,185,6,"['Präsentationen/Tafelbilder', 'Spiele', 'Stundenentwürfe']"
user_000155,Englisch,['12. Klasse'],12. Klasse,[],,Grundschule,medium,browser,experienced,721,5,"['Klassenarbeiten', 'Stationenlernen', 'Quiz']"
user_000156,Mathematik,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse","['Kunst', 'Deutsch']","Kunst, Deutsch",Sek II,high,browser,novice,177,2,"['Quiz', 'Spiele', 'Merkblätter']"
user_000157,Deutsch,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Kunst'],Kunst,Förderunterricht,medium,browser,expert,448,4,"['Arbeitsblätter', 'Spiele', 'Klassenarbeiten']"
user_000158,Kunst,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse",[],,Förderunterricht,high,focused,novice,584,5,"['Merkblätter', 'Stationenlernen', 'Interaktives Material']"
user_000159,Mathematik,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Deutsch'],Deutsch,Berufsschule,medium,focused,novice,715,5,"['Interaktives Material', 'Quiz', 'Videos']"
user_000160,Deutsch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",[],,Berufsschule,medium,browser,expert,583,3,"['Stationenlernen', 'Test', 'Unterrichtsreihen']"
user_000161,Kunst,['5. Klasse'],5. Klasse,"['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Kita / Vorschule,medium,focused,experienced,240,5,"['Stundenentwürfe', 'Test', 'Unterrichtsreihen', 'Bildkarten']"
user_000162,Deutsch,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",[],,Förderunterricht,low,browser,experienced,461,6,"['Mal- und Bastelvorlagen', 'Präsentationen/Tafelbilder', 'Unterrichtsreihen']"
user_000163,Deutsch,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Kunst'],Kunst,Sek I Gymnasium,high,power_user,expert,105,3,"['Klassenarbeiten', 'Experimente', 'Stundenentwürfe']"
user_000164,Mathematik,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse","['Kunst', 'Deutsch']","Kunst, Deutsch",Kita / Vorschule,low,focused,experienced,361,4,"['Mal- und Bastelvorlagen', 'Bildkarten', 'Fördermaterial/Inklusion']"
user_000165,Fachunterricht,['2. Klasse'],2. Klasse,['Deutsch'],Deutsch,Berufsschule,high,focused,experienced,384,6,"['Stationenlernen', 'Spiele', 'Merkblätter']"
user_000166,Englisch,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse","['Mathematik', 'Fachunterricht']","Mathematik, Fachunterricht",Förderunterricht,high,focused,expert,520,3,"['Unterrichtsreihen', 'Spiele']"
user_000167,Fachunterricht,['13. Klasse'],13. Klasse,['Kunst'],Kunst,Förderunterricht,low,browser,novice,290,3,"['Experimente', 'Präsentationen/Tafelbilder', 'Fördermaterial/Inklusion', 'Test']"
user_000168,Englisch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",['Mathematik'],Mathematik,Kita / Vorschule,low,browser,expert,486,5,"['Videos', 'Fördermaterial/Inklusion', 'Merkblätter']"
user_000169,Deutsch,['5. Klasse'],5. Klasse,[],,Kita / Vorschule,medium,focused,expert,490,4,"['Quiz', 'Arbeitsblätter', 'Videos', 'Test']"
user_000170,Kunst,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Sek I Gymnasium,medium,power_user,experienced,501,2,"['Stundenentwürfe', 'Stationenlernen', 'Experimente', 'Videos']"
user_000171,Fachunterricht,['9. Klasse'],9. Klasse,[],,Grundschule,medium,browser,experienced,163,7,"['Quiz', 'Videos', 'Spiele', 'Fördermaterial/Inklusion']"
user_000172,Fachunterricht,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",[],,Förderunterricht,medium,focused,novice,396,5,"['Spiele', 'Arbeitsblätter', 'Quiz']"
user_000173,Englisch,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse","['Deutsch', 'Kunst']","Deutsch, Kunst",Sek I Mittlere Schulform,medium,browser,experienced,212,4,"['Stundenentwürfe', 'Arbeitsblätter', 'Stationenlernen']"
user_000174,Kunst,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Mathematik', 'Deutsch']","Mathematik, Deutsch",Sek I Mittlere Schulform,medium,focused,experienced,494,3,"['Interaktives Material', 'Videos', 'Quiz']"
user_000175,Fachunterricht,['10. Klasse'],10. Klasse,[],,Sek I Gymnasium,medium,focused,experienced,447,1,"['Videos', 'Fördermaterial/Inklusion', 'Mal- und Bastelvorlagen', 'Präsentationen/Tafelbilder']"
user_000176,Deutsch,['5. Klasse'],5. Klasse,"['Englisch', 'Fachunterricht']","Englisch, Fachunterricht",Förderunterricht,high,focused,experienced,113,4,"['Spiele', 'Test', 'Präsentationen/Tafelbilder']"
user_000177,Fachunterricht,"['10. Klasse', '11. Klasse']","10. Klasse, 11. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Sek I Mittlere Schulform,medium,power_user,novice,476,5,"['Fördermaterial/Inklusion', 'Klassenarbeiten']"
user_000178,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse","['Fachunterricht', 'Englisch']","Fachunterricht, Englisch",Kita / Vorschule,low,browser,experienced,682,1,"['Test', 'Präsentationen/Tafelbilder', 'Stundenentwürfe']"
user_000179,Deutsch,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse","['Kunst', 'Mathematik']","Kunst, Mathematik",Sek II,medium,browser,experienced,694,3,"['Klassenarbeiten', 'Arbeitsblätter', 'Videos']"
user_000180,Mathematik,['11. Klasse'],11. Klasse,['Fachunterricht'],Fachunterricht,Berufsschule,medium,focused,expert,61,1,"['Interaktives Material', 'Merkblätter', 'Mal- und Bastelvorlagen', 'Videos']"
user_000181,Deutsch,['1. Klasse'],1. Klasse,[],,Grundschule,medium,browser,experienced,126,2,"['Unterrichtsreihen', 'Präsentationen/Tafelbilder', 'Arbeitsblätter']"
user_000182,Deutsch,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse",[],,Grundschule,medium,browser,experienced,48,6,"['Mal- und Bastelvorlagen', 'Test', 'Spiele', 'Experimente']"
user_000183,Deutsch,"['8. Klasse', '9. Klasse', '10. Klasse']","8. Klasse, 9. Klasse, 10. Klasse",['Mathematik'],Mathematik,Sek I Mittlere Schulform,medium,power_user,experienced,93,3,"['Klassenarbeiten', 'Arbeitsblätter', 'Bildkarten']"
user_000184,Fachunterricht,['9. Klasse'],9. Klasse,['Kunst'],Kunst,Sek I Gymnasium,medium,browser,expert,99,2,"['Videos', 'Mal- und Bastelvorlagen', 'Fördermaterial/Inklusion', 'Klassenarbeiten']"
user_000185,Fachunterricht,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse","['Englisch', 'Kunst']","Englisch, Kunst",Berufsschule,medium,browser,experienced,468,2,"['Klassenarbeiten', 'Mal- und Bastelvorlagen', 'Fördermaterial/Inklusion']"
user_000186,Englisch,"['4. Klasse', '5. Klasse', '6. Klasse']","4. Klasse, 5. Klasse, 6. Klasse",[],,Sek II,medium,focused,novice,697,3,"['Interaktives Material', 'Mal- und Bastelvorlagen']"
user_000187,Mathematik,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse","['Englisch', 'Fachunterricht']","Englisch, Fachunterricht",Sek II,low,focused,experienced,37,5,"['Videos', 'Klassenarbeiten', 'Stationenlernen']"
user_000188,Deutsch,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse",['Fachunterricht'],Fachunterricht,Sek I Mittlere Schulform,medium,focused,expert,464,6,"['Spiele', 'Klassenarbeiten']"
user_000189,Englisch,"['4. Klasse', '5. Klasse']","4. Klasse, 5. Klasse",[],,Berufsschule,low,focused,experienced,475,3,"['Spiele', 'Stundenentwürfe']"
user_000190,Englisch,['7. Klasse'],7. Klasse,['Deutsch'],Deutsch,Grundschule,high,focused,expert,445,3,"['Arbeitsblätter', 'Interaktives Material', 'Stationenlernen']"
user_000191,Kunst,['5. Klasse'],5. Klasse,[],,Förderunterricht,medium,focused,expert,117,1,"['Merkblätter', 'Unterrichtsreihen', 'Klassenarbeiten', 'Bildkarten']"
user_000192,Mathematik,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse","['Deutsch', 'Englisch']","Deutsch, Englisch",Sek II,medium,power_user,novice,413,7,"['Stundenentwürfe', 'Klassenarbeiten']"
user_000193,Fachunterricht,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Mathematik'],Mathematik,Grundschule,low,browser,novice,193,2,"['Quiz', 'Test', 'Spiele']"
user_000194,Mathematik,"['5. Klasse', '6. Klasse']","5. Klasse, 6. Klasse","['Englisch', 'Fachunterricht']","Englisch, Fachunterricht",Kita / Vorschule,medium,focused,novice,73,2,"['Videos', 'Präsentationen/Tafelbilder']"
user_000195,Kunst,['11. Klasse'],11. Klasse,[],,Grundschule,high,focused,novice,171,3,"['Mal- und Bastelvorlagen', 'Unterrichtsreihen', 'Spiele']"
user_000196,Kunst,"['2. Klasse', '3. Klasse']","2. Klasse, 3. Klasse","['Deutsch', 'Mathematik']","Deutsch, Mathematik",Sek I Gymnasium,high,focused,experienced,657,3,"['Experimente', 'Klassenarbeiten', 'Bildkarten']"
user_000197,Mathematik,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",[],,Sek II,low,focused,experienced,50,3,"['Experimente', 'Test', 'Quiz']"
user_000198,Mathematik,['2. Klasse'],2. Klasse,"['Englisch', 'Fachunterricht']","Englisch, Fachunterricht",Berufsschule,medium,browser,expert,143,4,"['Bildkarten', 'Arbeitsblätter', 'Experimente']"
user_000199,Deutsch,"['8. Klasse', '9. Klasse']","8. Klasse, 9. Klasse","['Mathematik', 'Kunst']","Mathematik, Kunst",Grundschule,high,focused,experienced,710,7,"['Test', 'Bildkarten', 'Quiz', 'Videos']"
user_000200,Englisch,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse",[],,Kita / Vorschule,low,browser,novice,45,2,"['Test', 'Bildkarten', 'Interaktives Material', 'Mal- und Bastelvorlagen']"
user_000201,Kunst,"['10. Klasse', '11. Klasse', '12. Klasse']","10. Klasse, 11. Klasse, 12. Klasse",[],,Berufsschule,medium,browser,experienced,448,5,"['Mal- und Bastelvorlagen', 'Test', 'Klassenarbeiten']"
user_000202,Fachunterricht,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",['Englisch'],Englisch,Kita / Vorschule,medium,browser,experienced,265,2,"['Arbeitsblätter', 'Quiz']"
user_000203,Kunst,"['3. Klasse', '4. Klasse', '5. Klasse']","3. Klasse, 4. Klasse, 5. Klasse","['Englisch', 'Fachunterricht']","Englisch, Fachunterricht",Sek II,high,power_user,experienced,446,8,"['Fördermaterial/Inklusion', 'Quiz', 'Stationenlernen']"
user_000204,Kunst,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Deutsch'],Deutsch,Förderunterricht,medium,power_user,experienced,109,5,"['Test', 'Mal- und Bastelvorlagen']"
user_000205,Fachunterricht,"['1. Klasse', '2. Klasse', '3. Klasse']","1. Klasse, 2. Klasse, 3. Klasse",['Deutsch'],Deutsch,Sek I Gymnasium,medium,browser,novice,650,3,"['Stundenentwürfe', 'Merkblätter', 'Klassenarbeiten']"
user_000206,Deutsch,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse","['Fachunterricht', 'Mathematik']","Fachunterricht, Mathematik",Förderunterricht,high,browser,expert,444,4,"['Klassenarbeiten', 'Stationenlernen']"
user_000207,Deutsch,['7. Klasse'],7. Klasse,"['Fachunterricht', 'Mathematik']","Fachunterricht, Mathematik",Berufsschule,low,power_user,novice,322,4,"['Spiele', 'Stundenentwürfe', 'Fördermaterial/Inklusion']"
user_000208,Kunst,['1. Klasse'],1. Klasse,"['Deutsch', 'Englisch']","Deutsch, Englisch",Berufsschule,low,focused,novice,66,2,"['Präsentationen/Tafelbilder', 'Unterrichtsreihen', 'Klassenarbeiten']"
user_000209,Fachunterricht,"['7. Klasse', '8. Klasse']","7. Klasse, 8. Klasse",['Deutsch'],Deutsch,Berufsschule,medium,browser,novice,620,3,"['Arbeitsblätter', 'Fördermaterial/Inklusion', 'Interaktives Material', 'Experimente']"
user_000210,Mathematik,['2. Klasse'],2. Klasse,"['Kunst', 'Deutsch']","Kunst, Deutsch",Förderunterricht,medium,browser,expert,552,2,"['Präsentationen/Tafelbilder', 'Stationenlernen']"
user_000211,Englisch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse","['Deutsch', 'Fachunterricht']","Deutsch, Fachunterricht",Sek I Gymnasium,high,focused,experienced,105,6,"['Spiele', 'Stationenlernen', 'Arbeitsblätter']"
user_000212,Fachunterricht,"['7. Klasse', '8. Klasse', '9. Klasse']","7. Klasse, 8. Klasse, 9. Klasse","['Mathematik', 'Englisch']","Mathematik, Englisch",Sek I Mittlere Schulform,high,browser,experienced,184,5,"['Spiele', 'Quiz', 'Interaktives Material']"
user_000213,Kunst,"['11. Klasse', '12. Klasse', '13. Klasse']","11. Klasse, 12. Klasse, 13. Klasse",[],,Sek I Gymnasium,high,browser,novice,39,7,"['Interaktives Material', 'Klassenarbeiten']"
user_000214,Fachunterricht,"['11. Klasse', '12. Klasse']","11. Klasse, 12. Klasse",['Mathematik'],Mathematik,Förderunterricht,high,power_user,expert,495,2,"['Mal- und Bastelvorlagen', 'Interaktives Material', 'Stundenentwürfe', 'Klassenarbeiten']"
user_000215,Deutsch,"['12. Klasse', '13. Klasse']","12. Klasse, 13. Klasse",['Fachunterricht'],Fachunterricht,Sek I Mittlere Schulform,medium,browser,novice,415,3,"['Experimente', 'Interaktives Material', 'Test']"
user_000216,Fachunterricht,"['6. Klasse', '7. Klasse']","6. Klasse, 7. Klasse",[],,Sek I Mittlere Schulform,high,power_user,experienced,274,4,"['Spiele', 'Merkblätter']"
user_000217,Deutsch,"['3. Klasse', '4. Klasse']","3. Klasse, 4. Klasse",[],,Förderunterricht,medium,focused,experienced,552,3,"['Merkblätter', 'Klassenarbeiten']"
user_000218,Mathematik,['6. Klasse'],6. Klasse,[],,Kita / Vorschule,high,browser,expert,664,1,"['Bildkarten', 'Interaktives Material', 'Mal- und Bastelvorlagen', 'Fördermaterial/Inklusion']"
user_000219,Kunst,"['1. Klasse', '2. Klasse']","1. Klasse, 2. Klasse",[],,Grundschule,medium,browser,expert,393,5,"['Mal- und Bastelvorlagen', 'Stundenentwürfe']"
user_000220,Mathematik,['12. Klasse'],12. Klasse,"['Kunst', 'Englisch']","Kunst, Englisch",Sek II,medium,browser,novice,377,2,"['Stundenentwürfe', 'Experimente', 'Spiele', 'Quiz']"
user_000221,Mathematik,['8. Klasse'],8. Klasse,['Kunst'],Kunst,Grundschule,high,focused,expert,334,6,"['Klassenarbeiten', 'Fördermaterial/Inklusion', 'Videos']"
user_000222,Fachunterricht,['5. Klasse'],5. Klasse,[],,Kita / Vorschule,low,browser,novice,673,3,"['Präsentationen/Tafelbilder', 'Klassenarbeiten']"
user_000223,Kunst,"['9. Klasse', '10. Klasse']","9. Klasse, 10. Klasse",['Englisch'],Englisch,Förderunterricht,low,power_user,expert,128,4,"['Fördermaterial/Inklusion', 'Präsentationen/Tafelbilder']"
